placeID,latitude,longitude,the_geom_meter,name,city,state,alcohol,smoking_area,accessibility,price,franchise,rating_mean,food_rating_mean,service_rating_mean,ratings_count,cuisines_options,payment_options,userID,rating,food_rating,service_rating,parking,popular,good_restaurant
132825,22.1473922,-100.983092,0101000020957F00001AD016568C4858C1243261274BA54B41,puesto de tacos,San Luis Potosí,San Luis Potosí,No_Alcohol_Served,none,completely,1,1,1.28125,1.34375,0.9375,32,1.0,1.0,U1006,1,1,1,0,1,1
132825,22.1473922,-100.983092,0101000020957F00001AD016568C4858C1243261274BA54B41,puesto de tacos,San Luis Potosí,San Luis Potosí,No_Alcohol_Served,none,completely,1,1,1.28125,1.34375,0.9375,32,1.0,1.0,U1002,2,2,0,0,1,1
135106,22.149708800000003,-100.9760928,0101000020957F0000649D6F21634858C119AE9BF528A34B41,El Rincón de San Francisco,San Luis Potosí,San Luis Potosí,Wine-Beer,only at bar,partially,2,1,1.2,1.2,1.2,10,1.0,3.0,U1055,2,2,2,0,0,1
135106,22.149708800000003,-100.9760928,0101000020957F0000649D6F21634858C119AE9BF528A34B41,El Rincón de San Francisco,San Luis Potosí,San Luis Potosí,Wine-Beer,only at bar,partially,2,1,1.2,1.2,1.2,10,1.0,3.0,U1126,2,2,2,0,0,1
135106,22.149708800000003,-100.9760928,0101000020957F0000649D6F21634858C119AE9BF528A34B41,El Rincón de San Francisco,San Luis Potosí,San Luis Potosí,Wine-Beer,only at bar,partially,2,1,1.2,1.2,1.2,10,1.0,3.0,U1024,1,1,1,0,0,1
135106,22.149708800000003,-100.9760928,0101000020957F0000649D6F21634858C119AE9BF528A34B41,El Rincón de San Francisco,San Luis Potosí,San Luis Potosí,Wine-Beer,only at bar,partially,2,1,1.2,1.2,1.2,10,1.0,3.0,U1004,2,2,2,0,0,1
135106,22.149708800000003,-100.9760928,0101000020957F0000649D6F21634858C119AE9BF528A34B41,El Rincón de San Francisco,San Luis Potosí,San Luis Potosí,Wine-Beer,only at bar,partially,2,1,1.2,1.2,1.2,10,1.0,3.0,U1106,0,0,0,0,0,1
135106,22.149708800000003,-100.9760928,0101000020957F0000649D6F21634858C119AE9BF528A34B41,El Rincón de San Francisco,San Luis Potosí,San Luis Potosí,Wine-Beer,only at bar,partially,2,1,1.2,1.2,1.2,10,1.0,3.0,U1016,2,2,2,0,0,1
135106,22.149708800000003,-100.9760928,0101000020957F0000649D6F21634858C119AE9BF528A34B41,El Rincón de San Francisco,San Luis Potosí,San Luis Potosí,Wine-Beer,only at bar,partially,2,1,1.2,1.2,1.2,10,1.0,3.0,U1101,0,0,0,0,0,1
135106,22.149708800000003,-100.9760928,0101000020957F0000649D6F21634858C119AE9BF528A34B41,El Rincón de San Francisco,San Luis Potosí,San Luis Potosí,Wine-Beer,only at bar,partially,2,1,1.2,1.2,1.2,10,1.0,3.0,U1135,0,0,0,0,0,1
135106,22.149708800000003,-100.9760928,0101000020957F0000649D6F21634858C119AE9BF528A34B41,El Rincón de San Francisco,San Luis Potosí,San Luis Potosí,Wine-Beer,only at bar,partially,2,1,1.2,1.2,1.2,10,1.0,3.0,U1078,2,2,2,0,0,1
135106,22.149708800000003,-100.9760928,0101000020957F0000649D6F21634858C119AE9BF528A34B41,El Rincón de San Francisco,San Luis Potosí,San Luis Potosí,Wine-Beer,only at bar,partially,2,1,1.2,1.2,1.2,10,1.0,3.0,U1002,1,1,1,0,0,1
132667,23.7526973,-99.1633594,0101000020957F00005D67BCDDED8157C1222A2DC8D84D4941,little pizza Emilio Portes Gil,Ciudad Victoria,Tamaulipas,No_Alcohol_Served,none,completely,1,0,1.25,2.0,1.25,4,1.0,1.0,U1103,1,2,2,0,0,1
132667,23.7526973,-99.1633594,0101000020957F00005D67BCDDED8157C1222A2DC8D84D4941,little pizza Emilio Portes Gil,Ciudad Victoria,Tamaulipas,No_Alcohol_Served,none,completely,1,0,1.25,2.0,1.25,4,1.0,1.0,U1123,1,2,1,0,0,1
132667,23.7526973,-99.1633594,0101000020957F00005D67BCDDED8157C1222A2DC8D84D4941,little pizza Emilio Portes Gil,Ciudad Victoria,Tamaulipas,No_Alcohol_Served,none,completely,1,0,1.25,2.0,1.25,4,1.0,1.0,U1063,1,2,1,0,0,1
132667,23.7526973,-99.1633594,0101000020957F00005D67BCDDED8157C1222A2DC8D84D4941,little pizza Emilio Portes Gil,Ciudad Victoria,Tamaulipas,No_Alcohol_Served,none,completely,1,0,1.25,2.0,1.25,4,1.0,1.0,U1087,2,2,1,0,0,1
132613,23.7529035,-99.165076,0101000020957F00008EBA2D06DC8157C194E03B7B504E4941,carnitas_mata,Ciudad Victoria,Tamaulipas,No_Alcohol_Served,permitted,completely,2,0,1.1666666666666667,1.3333333333333333,1.0,6,1.0,1.0,U1103,2,2,2,1,0,0
132613,23.7529035,-99.165076,0101000020957F00008EBA2D06DC8157C194E03B7B504E4941,carnitas_mata,Ciudad Victoria,Tamaulipas,No_Alcohol_Served,permitted,completely,2,0,1.1666666666666667,1.3333333333333333,1.0,6,1.0,1.0,U1070,1,1,0,1,0,0
132613,23.7529035,-99.165076,0101000020957F00008EBA2D06DC8157C194E03B7B504E4941,carnitas_mata,Ciudad Victoria,Tamaulipas,No_Alcohol_Served,permitted,completely,2,0,1.1666666666666667,1.3333333333333333,1.0,6,1.0,1.0,U1082,0,0,0,1,0,0
132613,23.7529035,-99.165076,0101000020957F00008EBA2D06DC8157C194E03B7B504E4941,carnitas_mata,Ciudad Victoria,Tamaulipas,No_Alcohol_Served,permitted,completely,2,0,1.1666666666666667,1.3333333333333333,1.0,6,1.0,1.0,U1123,1,2,1,1,0,0
132613,23.7529035,-99.165076,0101000020957F00008EBA2D06DC8157C194E03B7B504E4941,carnitas_mata,Ciudad Victoria,Tamaulipas,No_Alcohol_Served,permitted,completely,2,0,1.1666666666666667,1.3333333333333333,1.0,6,1.0,1.0,U1028,2,2,2,1,0,0
132613,23.7529035,-99.165076,0101000020957F00008EBA2D06DC8157C194E03B7B504E4941,carnitas_mata,Ciudad Victoria,Tamaulipas,No_Alcohol_Served,permitted,completely,2,0,1.1666666666666667,1.3333333333333333,1.0,6,1.0,1.0,U1043,1,1,1,1,0,0
135040,22.135617,-100.969709,0101000020957F00001B552189B84A58C15A2AAEFD2CA24B41,Restaurant los Compadres,San Luis Potosí,San Luis Potosí,Wine-Beer,none,no_accessibility,3,1,0.25,0.25,0.25,4,1.0,3.0,U1126,0,0,0,1,0,0
135040,22.135617,-100.969709,0101000020957F00001B552189B84A58C15A2AAEFD2CA24B41,Restaurant los Compadres,San Luis Potosí,San Luis Potosí,Wine-Beer,none,no_accessibility,3,1,0.25,0.25,0.25,4,1.0,3.0,U1022,0,0,0,1,0,0
135040,22.135617,-100.969709,0101000020957F00001B552189B84A58C15A2AAEFD2CA24B41,Restaurant los Compadres,San Luis Potosí,San Luis Potosí,Wine-Beer,none,no_accessibility,3,1,0.25,0.25,0.25,4,1.0,3.0,U1105,0,0,0,1,0,0
135040,22.135617,-100.969709,0101000020957F00001B552189B84A58C15A2AAEFD2CA24B41,Restaurant los Compadres,San Luis Potosí,San Luis Potosí,Wine-Beer,none,no_accessibility,3,1,0.25,0.25,0.25,4,1.0,3.0,U1001,1,1,1,1,0,0
132732,23.7543569,-99.171288,0101000020957F00008A20E615808157C16272FECBF84F4941,Taqueria EL amigo ,Ciudad Victoria,Tamaulipas,No_Alcohol_Served,none,completely,1,1,0.625,0.875,1.0,8,1.0,1.0,U1068,0,0,0,0,0,0
132732,23.7543569,-99.171288,0101000020957F00008A20E615808157C16272FECBF84F4941,Taqueria EL amigo ,Ciudad Victoria,Tamaulipas,No_Alcohol_Served,none,completely,1,1,0.625,0.875,1.0,8,1.0,1.0,U1067,1,2,2,0,0,0
132732,23.7543569,-99.171288,0101000020957F00008A20E615808157C16272FECBF84F4941,Taqueria EL amigo ,Ciudad Victoria,Tamaulipas,No_Alcohol_Served,none,completely,1,1,0.625,0.875,1.0,8,1.0,1.0,U1103,0,0,2,0,0,0
132732,23.7543569,-99.171288,0101000020957F00008A20E615808157C16272FECBF84F4941,Taqueria EL amigo ,Ciudad Victoria,Tamaulipas,No_Alcohol_Served,none,completely,1,1,0.625,0.875,1.0,8,1.0,1.0,U1082,0,0,0,0,0,0
132732,23.7543569,-99.171288,0101000020957F00008A20E615808157C16272FECBF84F4941,Taqueria EL amigo ,Ciudad Victoria,Tamaulipas,No_Alcohol_Served,none,completely,1,1,0.625,0.875,1.0,8,1.0,1.0,U1028,1,1,1,0,0,0
132732,23.7543569,-99.171288,0101000020957F00008A20E615808157C16272FECBF84F4941,Taqueria EL amigo ,Ciudad Victoria,Tamaulipas,No_Alcohol_Served,none,completely,1,1,0.625,0.875,1.0,8,1.0,1.0,U1050,0,1,1,0,0,0
132732,23.7543569,-99.171288,0101000020957F00008A20E615808157C16272FECBF84F4941,Taqueria EL amigo ,Ciudad Victoria,Tamaulipas,No_Alcohol_Served,none,completely,1,1,0.625,0.875,1.0,8,1.0,1.0,U1087,2,2,1,0,0,0
132732,23.7543569,-99.171288,0101000020957F00008A20E615808157C16272FECBF84F4941,Taqueria EL amigo ,Ciudad Victoria,Tamaulipas,No_Alcohol_Served,none,completely,1,1,0.625,0.875,1.0,8,1.0,1.0,U1043,1,1,1,0,0,0
132875,22.1499013,-100.9937793,0101000020957F00008A2A0747DE4758C11EB31D2A31A84B41,shi ro ie,Desconocida,Desconocido,Wine-Beer,section,no_accessibility,3,0,1.125,1.25,1.125,8,1.0,5.0,U1047,0,0,0,1,0,0
132875,22.1499013,-100.9937793,0101000020957F00008A2A0747DE4758C11EB31D2A31A84B41,shi ro ie,Desconocida,Desconocido,Wine-Beer,section,no_accessibility,3,0,1.125,1.25,1.125,8,1.0,5.0,U1013,2,2,1,1,0,0
132875,22.1499013,-100.9937793,0101000020957F00008A2A0747DE4758C11EB31D2A31A84B41,shi ro ie,Desconocida,Desconocido,Wine-Beer,section,no_accessibility,3,0,1.125,1.25,1.125,8,1.0,5.0,U1089,1,1,1,1,0,0
132875,22.1499013,-100.9937793,0101000020957F00008A2A0747DE4758C11EB31D2A31A84B41,shi ro ie,Desconocida,Desconocido,Wine-Beer,section,no_accessibility,3,0,1.125,1.25,1.125,8,1.0,5.0,U1091,1,2,2,1,0,0
132875,22.1499013,-100.9937793,0101000020957F00008A2A0747DE4758C11EB31D2A31A84B41,shi ro ie,Desconocida,Desconocido,Wine-Beer,section,no_accessibility,3,0,1.125,1.25,1.125,8,1.0,5.0,U1027,1,1,1,1,0,0
132875,22.1499013,-100.9937793,0101000020957F00008A2A0747DE4758C11EB31D2A31A84B41,shi ro ie,Desconocida,Desconocido,Wine-Beer,section,no_accessibility,3,0,1.125,1.25,1.125,8,1.0,5.0,U1128,0,0,0,1,0,0
132875,22.1499013,-100.9937793,0101000020957F00008A2A0747DE4758C11EB31D2A31A84B41,shi ro ie,Desconocida,Desconocido,Wine-Beer,section,no_accessibility,3,0,1.125,1.25,1.125,8,1.0,5.0,U1006,2,2,2,1,0,0
132875,22.1499013,-100.9937793,0101000020957F00008A2A0747DE4758C11EB31D2A31A84B41,shi ro ie,Desconocida,Desconocido,Wine-Beer,section,no_accessibility,3,0,1.125,1.25,1.125,8,1.0,5.0,U1096,2,2,2,1,0,0
132609,23.760268300000003,-99.1658646,0101000020957F0000A478418BBA8057C133851EB22C4E4941,Pollo_Frito_Buenos_Aires,Ciudad Victoria,Tamaulipas,No_Alcohol_Served,not permitted,completely,1,0,0.6,0.6,0.6,5,1.0,1.0,U1070,1,1,1,1,0,0
132609,23.760268300000003,-99.1658646,0101000020957F0000A478418BBA8057C133851EB22C4E4941,Pollo_Frito_Buenos_Aires,Ciudad Victoria,Tamaulipas,No_Alcohol_Served,not permitted,completely,1,0,0.6,0.6,0.6,5,1.0,1.0,U1082,0,0,0,1,0,0
132609,23.760268300000003,-99.1658646,0101000020957F0000A478418BBA8057C133851EB22C4E4941,Pollo_Frito_Buenos_Aires,Ciudad Victoria,Tamaulipas,No_Alcohol_Served,not permitted,completely,1,0,0.6,0.6,0.6,5,1.0,1.0,U1063,1,0,1,1,0,0
132609,23.760268300000003,-99.1658646,0101000020957F0000A478418BBA8057C133851EB22C4E4941,Pollo_Frito_Buenos_Aires,Ciudad Victoria,Tamaulipas,No_Alcohol_Served,not permitted,completely,1,0,0.6,0.6,0.6,5,1.0,1.0,U1050,0,0,0,1,0,0
132609,23.760268300000003,-99.1658646,0101000020957F0000A478418BBA8057C133851EB22C4E4941,Pollo_Frito_Buenos_Aires,Ciudad Victoria,Tamaulipas,No_Alcohol_Served,not permitted,completely,1,0,0.6,0.6,0.6,5,1.0,1.0,U1043,1,2,1,1,0,0
135082,22.151448,-100.915099,0101000020957F0000A29FAF95CD4958C1FEEEBB73A9914B41,la Estrella de Dimas,San Luis Potosí,San Luis Potosí,No_Alcohol_Served,none,no_accessibility,2,1,0.7777777777777778,0.7777777777777778,0.6666666666666666,9,1.0,1.0,U1088,2,2,2,0,0,0
135082,22.151448,-100.915099,0101000020957F0000A29FAF95CD4958C1FEEEBB73A9914B41,la Estrella de Dimas,San Luis Potosí,San Luis Potosí,No_Alcohol_Served,none,no_accessibility,2,1,0.7777777777777778,0.7777777777777778,0.6666666666666666,9,1.0,1.0,U1014,0,0,0,0,0,0
135082,22.151448,-100.915099,0101000020957F0000A29FAF95CD4958C1FEEEBB73A9914B41,la Estrella de Dimas,San Luis Potosí,San Luis Potosí,No_Alcohol_Served,none,no_accessibility,2,1,0.7777777777777778,0.7777777777777778,0.6666666666666666,9,1.0,1.0,U1018,2,2,2,0,0,0
135082,22.151448,-100.915099,0101000020957F0000A29FAF95CD4958C1FEEEBB73A9914B41,la Estrella de Dimas,San Luis Potosí,San Luis Potosí,No_Alcohol_Served,none,no_accessibility,2,1,0.7777777777777778,0.7777777777777778,0.6666666666666666,9,1.0,1.0,U1094,0,0,0,0,0,0
135082,22.151448,-100.915099,0101000020957F0000A29FAF95CD4958C1FEEEBB73A9914B41,la Estrella de Dimas,San Luis Potosí,San Luis Potosí,No_Alcohol_Served,none,no_accessibility,2,1,0.7777777777777778,0.7777777777777778,0.6666666666666666,9,1.0,1.0,U1115,2,2,2,0,0,0
135082,22.151448,-100.915099,0101000020957F0000A29FAF95CD4958C1FEEEBB73A9914B41,la Estrella de Dimas,San Luis Potosí,San Luis Potosí,No_Alcohol_Served,none,no_accessibility,2,1,0.7777777777777778,0.7777777777777778,0.6666666666666666,9,1.0,1.0,U1037,0,0,0,0,0,0
135082,22.151448,-100.915099,0101000020957F0000A29FAF95CD4958C1FEEEBB73A9914B41,la Estrella de Dimas,San Luis Potosí,San Luis Potosí,No_Alcohol_Served,none,no_accessibility,2,1,0.7777777777777778,0.7777777777777778,0.6666666666666666,9,1.0,1.0,U1069,0,0,0,0,0,0
135082,22.151448,-100.915099,0101000020957F0000A29FAF95CD4958C1FEEEBB73A9914B41,la Estrella de Dimas,San Luis Potosí,San Luis Potosí,No_Alcohol_Served,none,no_accessibility,2,1,0.7777777777777778,0.7777777777777778,0.6666666666666666,9,1.0,1.0,U1111,1,0,0,0,0,0
135082,22.151448,-100.915099,0101000020957F0000A29FAF95CD4958C1FEEEBB73A9914B41,la Estrella de Dimas,San Luis Potosí,San Luis Potosí,No_Alcohol_Served,none,no_accessibility,2,1,0.7777777777777778,0.7777777777777778,0.6666666666666666,9,1.0,1.0,U1131,0,1,0,0,0,0
135070,22.152918,-100.915164,0101000020957F0000ED435B84934958C1B3CF85FA97914B41,Restaurante 75,San Luis Potosí,San Luis Potosí,No_Alcohol_Served,none,no_accessibility,2,1,0.875,1.0,0.75,8,1.0,1.0,U1014,2,2,2,1,0,0
135070,22.152918,-100.915164,0101000020957F0000ED435B84934958C1B3CF85FA97914B41,Restaurante 75,San Luis Potosí,San Luis Potosí,No_Alcohol_Served,none,no_accessibility,2,1,0.875,1.0,0.75,8,1.0,1.0,U1088,2,2,1,1,0,0
135070,22.152918,-100.915164,0101000020957F0000ED435B84934958C1B3CF85FA97914B41,Restaurante 75,San Luis Potosí,San Luis Potosí,No_Alcohol_Served,none,no_accessibility,2,1,0.875,1.0,0.75,8,1.0,1.0,U1124,1,1,1,1,0,0
135070,22.152918,-100.915164,0101000020957F0000ED435B84934958C1B3CF85FA97914B41,Restaurante 75,San Luis Potosí,San Luis Potosí,No_Alcohol_Served,none,no_accessibility,2,1,0.875,1.0,0.75,8,1.0,1.0,U1094,0,1,0,1,0,0
135070,22.152918,-100.915164,0101000020957F0000ED435B84934958C1B3CF85FA97914B41,Restaurante 75,San Luis Potosí,San Luis Potosí,No_Alcohol_Served,none,no_accessibility,2,1,0.875,1.0,0.75,8,1.0,1.0,U1115,1,1,1,1,0,0
135070,22.152918,-100.915164,0101000020957F0000ED435B84934958C1B3CF85FA97914B41,Restaurante 75,San Luis Potosí,San Luis Potosí,No_Alcohol_Served,none,no_accessibility,2,1,0.875,1.0,0.75,8,1.0,1.0,U1037,0,0,0,1,0,0
135070,22.152918,-100.915164,0101000020957F0000ED435B84934958C1B3CF85FA97914B41,Restaurante 75,San Luis Potosí,San Luis Potosí,No_Alcohol_Served,none,no_accessibility,2,1,0.875,1.0,0.75,8,1.0,1.0,U1069,0,0,0,1,0,0
135070,22.152918,-100.915164,0101000020957F0000ED435B84934958C1B3CF85FA97914B41,Restaurante 75,San Luis Potosí,San Luis Potosí,No_Alcohol_Served,none,no_accessibility,2,1,0.875,1.0,0.75,8,1.0,1.0,U1057,1,1,1,1,0,0
135069,22.140129,-100.944872,0101000020957F000038E5D546B74A58C18FD29AD0D29A4B41,Abondance Restaurante Bar,San Luis Potosí,San Luis Potosí,Wine-Beer,none,no_accessibility,1,1,0.5,0.5,0.75,12,1.0,1.0,U1081,1,0,1,1,1,0
135069,22.140129,-100.944872,0101000020957F000038E5D546B74A58C18FD29AD0D29A4B41,Abondance Restaurante Bar,San Luis Potosí,San Luis Potosí,Wine-Beer,none,no_accessibility,1,1,0.5,0.5,0.75,12,1.0,1.0,U1064,0,0,1,1,1,0
135069,22.140129,-100.944872,0101000020957F000038E5D546B74A58C18FD29AD0D29A4B41,Abondance Restaurante Bar,San Luis Potosí,San Luis Potosí,Wine-Beer,none,no_accessibility,1,1,0.5,0.5,0.75,12,1.0,1.0,U1014,1,0,1,1,1,0
135069,22.140129,-100.944872,0101000020957F000038E5D546B74A58C18FD29AD0D29A4B41,Abondance Restaurante Bar,San Luis Potosí,San Luis Potosí,Wine-Beer,none,no_accessibility,1,1,0.5,0.5,0.75,12,1.0,1.0,U1088,1,2,2,1,1,0
